日付,銘柄名,コード,業種,TOPIXに占める個別銘柄のウエイト,ニューインデックス区分
20260430,京阪神ビルディング,8818,不動産業,0.0053%,TOPIX Small 2
20260430,住友不動産,8830,不動産業,0.2588%,TOPIX Large70
20260430,テーオーシー,8841,不動産業,0.0035%,TOPIX Small 2
20260430,レオパレス２１,8848,不動産業,0.0109%,TOPIX Small 1
20260430,スターツコーポレーション,8850,不動産業,0.0167%,TOPIX Small 1
20260430,フジ住宅,8860,不動産業,0.0019%,TOPIX Small 2
20260430,空港施設,8864,不動産業,0.0025%,TOPIX Small 2
20260430,明和地所,8869,不動産業,0.0014%,TOPIX Small 2
20260430,ゴールドクレスト,8871,不動産業,0.0034%,TOPIX Small 1
20260430,リログループ,8876,サービス業,0.0171%,TOPIX Mid400
20260430,エスリード,8877,不動産業,0.0051%,TOPIX Small 2
20260430,日神グループホールディングス,8881,不動産業,0.0021%,TOPIX Small 2
20260430,エスコン,8892,不動産業,0.0050%,TOPIX Small 1
20260430,ＭＩＲＡＲＴＨホールディングス,8897,不動産業,0.0048%,TOPIX Small 1
20260430,ランド,8918,不動産業,0.0012%,TOPIX Small 2
20260430,カチタス,8919,不動産業,0.0157%,TOPIX Small 1
20260430,東祥,8920,サービス業,0.0014%,TOPIX Small 2
20260430,トーセイ,8923,不動産業,0.0091%,TOPIX Small 1
20260430,サンフロンティア不動産,8934,不動産業,0.0079%,TOPIX Small 1
20260430,ＦＪネクストホールディングス,8935,不動産業,0.0026%,TOPIX Small 2
20260430,グランディハウス,8999,不動産業,0.0009%,TOPIX Small 2
20260430,東武鉄道,9001,陸運業,0.0551%,TOPIX Mid400
20260430,相鉄ホールディングス,9003,陸運業,0.0194%,TOPIX Mid400
20260430,東急,9005,陸運業,0.0817%,TOPIX Mid400
20260430,京浜急行電鉄,9006,陸運業,0.0332%,TOPIX Mid400
20260430,小田急電鉄,9007,陸運業,0.0456%,TOPIX Mid400
20260430,京王電鉄,9008,陸運業,0.0315%,TOPIX Mid400
20260430,京成電鉄,9009,陸運業,0.0369%,TOPIX Mid400
20260430,富士急行,9010,陸運業,0.0053%,TOPIX Small 1
20260430,東日本旅客鉄道,9020,陸運業,0.3566%,TOPIX Large70
20260430,西日本旅客鉄道,9021,陸運業,0.1289%,TOPIX Large70
20260430,東海旅客鉄道,9022,陸運業,0.2943%,TOPIX Large70
20260430,東京地下鉄,9023,陸運業,0.0477%,TOPIX Mid400
20260430,西武ホールディングス,9024,陸運業,0.0723%,TOPIX Mid400
20260430,鴻池運輸,9025,陸運業,0.0092%,TOPIX Small 1
20260430,西日本鉄道,9031,陸運業,0.0158%,TOPIX Mid400
20260430,ハマキョウレックス,9037,陸運業,0.0103%,TOPIX Small 1
20260430,サカイ引越センター,9039,陸運業,0.0070%,TOPIX Small 1
20260430,近鉄グループホールディングス,9041,陸運業,0.0680%,TOPIX Mid400
20260430,阪急阪神ホールディングス,9042,陸運業,0.1135%,TOPIX Mid400
20260430,ＮＡＮＫＡＩ,9044,陸運業,0.0259%,TOPIX Mid400
20260430,京阪ホールディングス,9045,陸運業,0.0322%,TOPIX Mid400
20260430,神戸電鉄,9046,陸運業,0.0012%,TOPIX Small 2
20260430,名古屋鉄道,9048,陸運業,0.0373%,TOPIX Mid400
20260430,山陽電気鉄道,9052,陸運業,0.0028%,TOPIX Small 2
20260430,ヤマトホールディングス,9064,陸運業,0.0409%,TOPIX Mid400
20260430,山九,9065,陸運業,0.0351%,TOPIX Mid400
20260430,丸全昭和運輸,9068,陸運業,0.0091%,TOPIX Small 1
20260430,センコーグループホールディングス,9069,陸運業,0.0255%,TOPIX Mid400
20260430,ニッコンホールディングス,9072,陸運業,0.0413%,TOPIX Mid400
20260430,福山通運,9075,陸運業,0.0104%,TOPIX Small 1
20260430,セイノーホールディングス,9076,陸運業,0.0225%,TOPIX Mid400
20260430,神奈川中央交通,9081,陸運業,0.0017%,TOPIX Small 2
20260430,ＡＺ－ＣＯＭ丸和ホールディングス,9090,陸運業,0.0053%,TOPIX Small 1
20260430,日本郵船,9101,海運業,0.2150%,TOPIX Large70
20260430,商船三井,9104,海運業,0.2153%,TOPIX Large70
20260430,川崎汽船,9107,海運業,0.1052%,TOPIX Mid400
20260430,ＮＳユナイテッド海運,9110,海運業,0.0091%,TOPIX Small 1
20260430,飯野海運,9119,海運業,0.0115%,TOPIX Small 1
20260430,九州旅客鉄道,9142,陸運業,0.0515%,TOPIX Mid400
20260430,ＳＧホールディングス,9143,陸運業,0.0468%,TOPIX Mid400
20260430,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,9147,陸運業,0.0782%,TOPIX Mid400
20260430,日本航空,9201,空運業,0.1072%,TOPIX Mid400
20260430,ＡＮＡホールディングス,9202,空運業,0.1349%,TOPIX Large70
20260430,ビーウィズ,9216,サービス業,0.0015%,TOPIX Small 2
20260430,サンウェルズ,9229,サービス業,0.0003%,TOPIX Small 2
20260430,ＴＲＥホールディングス,9247,サービス業,0.0072%,TOPIX Small 1
20260430,人・夢・技術グループ,9248,サービス業,0.0011%,TOPIX Small 2
20260430,シルバーライフ,9262,小売業,0.0004%,TOPIX Small 2
20260430,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ,9267,小売業,0.0064%,TOPIX Small 1
20260430,コーア商事ホールディングス,9273,卸売業,0.0016%,TOPIX Small 2
20260430,ＫＰＰグループホールディングス,9274,卸売業,0.0051%,TOPIX Small 1
20260430,ブックオフグループホールディングス,9278,小売業,0.0030%,TOPIX Small 2
20260430,ギフトホールディングス,9279,小売業,0.0050%,TOPIX Small 2
20260430,三菱倉庫,9301,倉庫・運輸関連業,0.0289%,TOPIX Mid400
20260430,三井倉庫ホールディングス,9302,倉庫・運輸関連業,0.0231%,TOPIX Mid400
20260430,住友倉庫,9303,倉庫・運輸関連業,0.0207%,TOPIX Small 1
20260430,澁澤倉庫,9304,倉庫・運輸関連業,0.0039%,TOPIX Small 2
20260430,ヤマタネ,9305,卸売業,0.0033%,TOPIX Small 2
20260430,乾汽船,9308,海運業,0.0037%,TOPIX Small 2
20260430,日本トランスシティ,9310,倉庫・運輸関連業,0.0055%,TOPIX Small 2
20260430,中央倉庫,9319,倉庫・運輸関連業,0.0020%,TOPIX Small 2
20260430,安田倉庫,9324,倉庫・運輸関連業,0.0029%,TOPIX Small 2
20260430,ＮＩＳＳＯホールディングス,9332,サービス業,0.0010%,TOPIX Small 2
20260430,大栄環境,9336,サービス業,0.0161%,TOPIX Small 1
20260430,ＧＥＮＯＶＡ,9341,サービス業,0.0006%,TOPIX Small 2
20260430,日本管財ホールディングス,9347,サービス業,0.0060%,TOPIX Small 2
20260430,上組,9364,倉庫・運輸関連業,0.0435%,TOPIX Mid400
20260430,キユーソー流通システム,9369,倉庫・運輸関連業,0.0033%,TOPIX Small 2
20260430,エーアイテイー,9381,倉庫・運輸関連業,0.0026%,TOPIX Small 2
20260430,ＴＢＳホールディングス,9401,情報・通信業,0.0522%,TOPIX Mid400
20260430,日本テレビホールディングス,9404,情報・通信業,0.0499%,TOPIX Mid400
20260430,朝日放送グループホールディングス,9405,情報・通信業,0.0020%,TOPIX Small 2
20260430,テレビ朝日ホールディングス,9409,情報・通信業,0.0150%,TOPIX Small 1
20260430,スカパーＪＳＡＴ,9412,情報・通信業,0.0440%,TOPIX Small 1
20260430,テレビ東京ホールディングス,9413,情報・通信業,0.0047%,TOPIX Small 1
20260430,ビジョン,9416,情報・通信業,0.0044%,TOPIX Small 1
20260430,Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,9418,情報・通信業,0.0098%,TOPIX Small 1
20260430,日本通信,9424,情報・通信業,0.0019%,TOPIX Small 2
20260430,ＮＴＴ,9432,情報・通信業,0.8016%,TOPIX Core30
20260430,ＫＤＤＩ,9433,情報・通信業,0.6948%,TOPIX Core30
20260430,ソフトバンク,9434,情報・通信業,0.6838%,TOPIX Core30
20260430,光通信,9435,情報・通信業,0.0716%,TOPIX Mid400
20260430,エムティーアイ,9438,情報・通信業,0.0008%,TOPIX Small 2
20260430,ＧＭＯインターネットグループ,9449,情報・通信業,0.0189%,TOPIX Mid400
20260430,ファイバーゲート,9450,情報・通信業,0.0006%,TOPIX Small 2
20260430,ＫＡＤＯＫＡＷＡ,9468,情報・通信業,0.0378%,TOPIX Mid400
20260430,学研ホールディングス,9470,情報・通信業,0.0031%,TOPIX Small 2
20260430,ゼンリン,9474,情報・通信業,0.0024%,TOPIX Small 2
20260430,東京電力ホールディングス,9501,電気・ガス業,0.1019%,TOPIX Mid400
20260430,中部電力,9502,電気・ガス業,0.1892%,TOPIX Mid400
20260430,関西電力,9503,電気・ガス業,0.2592%,TOPIX Mid400
20260430,中国電力,9504,電気・ガス業,0.0297%,TOPIX Mid400
20260430,北陸電力,9505,電気・ガス業,0.0170%,TOPIX Mid400
20260430,東北電力,9506,電気・ガス業,0.0547%,TOPIX Mid400
20260430,四国電力,9507,電気・ガス業,0.0277%,TOPIX Mid400
20260430,九州電力,9508,電気・ガス業,0.0743%,TOPIX Mid400
20260430,北海道電力,9509,電気・ガス業,0.0217%,TOPIX Mid400
20260430,沖縄電力,9511,電気・ガス業,0.0046%,TOPIX Small 1
20260430,電源開発,9513,電気・ガス業,0.0554%,TOPIX Mid400
20260430,エフオン,9514,電気・ガス業,0.0005%,TOPIX Small 2
20260430,イーレックス,9517,電気・ガス業,0.0039%,TOPIX Small 2
20260430,レノバ,9519,電気・ガス業,0.0058%,TOPIX Small 1
20260430,東京瓦斯,9531,電気・ガス業,0.2297%,TOPIX Mid400
20260430,大阪瓦斯,9532,電気・ガス業,0.1936%,TOPIX Mid400
20260430,東邦瓦斯,9533,電気・ガス業,0.0310%,TOPIX Mid400
20260430,北海道瓦斯,9534,電気・ガス業,0.0047%,TOPIX Small 2
20260430,広島ガス,9535,電気・ガス業,0.0016%,TOPIX Small 2
20260430,西部ガスホールディングス,9536,電気・ガス業,0.0049%,TOPIX Small 2
20260430,静岡ガス,9543,電気・ガス業,0.0061%,TOPIX Small 1
20260430,メタウォーター,9551,電気・ガス業,0.0086%,TOPIX Small 1
20260430,クオンツ総研ホールディングス,9552,サービス業,0.0015%,TOPIX Small 1
20260430,松竹,9601,情報・通信業,0.0114%,TOPIX Small 1
20260430,東宝,9602,情報・通信業,0.0732%,TOPIX Mid400
20260430,エイチ・アイ・エス,9603,サービス業,0.0060%,TOPIX Small 1
20260430,東映,9605,情報・通信業,0.0184%,TOPIX Small 1
20260430,ラックランド,9612,サービス業,0.0013%,TOPIX Small 2
20260430,共立メンテナンス,9616,サービス業,0.0185%,TOPIX Mid400
20260430,イチネンホールディングス,9619,サービス業,0.0040%,TOPIX Small 2
20260430,建設技術研究所,9621,サービス業,0.0057%,TOPIX Small 1
20260430,スペース,9622,サービス業,0.0021%,TOPIX Small 2
20260430,アインホールディングス,9627,小売業,0.0129%,TOPIX Mid400
20260430,燦ホールディングス,9628,サービス業,0.0023%,TOPIX Small 2
20260430,ピー・シー・エー,9629,情報・通信業,0.0017%,TOPIX Small 2
20260430,スバル興業,9632,サービス業,0.0023%,TOPIX Small 2
20260430,タナベコンサルティンググループ,9644,サービス業,0.0012%,TOPIX Small 2
20260430,ビジネスブレイン太田昭和,9658,情報・通信業,0.0019%,TOPIX Small 2
20260430,ナガワ,9663,サービス業,0.0027%,TOPIX Small 2
20260430,東京都競馬,9672,サービス業,0.0078%,TOPIX Small 1
20260430,カナモト,9678,サービス業,0.0128%,TOPIX Small 1
20260430,ＤＴＳ,9682,情報・通信業,0.0155%,TOPIX Small 1
20260430,スクウェア・エニックス・ホールディングス,9684,情報・通信業,0.0774%,TOPIX Mid400
20260430,シーイーシー,9692,情報・通信業,0.0044%,TOPIX Small 1
20260430,カプコン,9697,情報・通信業,0.1257%,TOPIX Mid400
20260430,ニシオホールディングス,9699,サービス業,0.0070%,TOPIX Small 1
20260430,アイ・エス・ビー,9702,情報・通信業,0.0019%,TOPIX Small 2
20260430,日本空港ビルデング,9706,不動産業,0.0336%,TOPIX Mid400
20260430,トランス・コスモス,9715,サービス業,0.0096%,TOPIX Small 1
20260430,乃村工藝社,9716,サービス業,0.0100%,TOPIX Small 1
20260430,藤田観光,9722,サービス業,0.0080%,TOPIX Small 1
20260430,ＫＮＴ－ＣＴホールディングス,9726,サービス業,0.0019%,TOPIX Small 2
20260430,トーカイ,9729,サービス業,0.0037%,TOPIX Small 2
20260430,セコム,9735,サービス業,0.2103%,TOPIX Large70
20260430,ＮＳＷ,9739,情報・通信業,0.0021%,TOPIX Small 2
20260430,セントラル警備保障,9740,サービス業,0.0025%,TOPIX Small 2
20260430,アイネス,9742,情報・通信業,0.0031%,TOPIX Small 2
20260430,丹青社,9743,サービス業,0.0059%,TOPIX Small 1
20260430,メイテックグループホールディングス,9744,サービス業,0.0227%,TOPIX Mid400
20260430,ＴＫＣ,9746,情報・通信業,0.0116%,TOPIX Small 1
20260430,応用地質,9755,サービス業,0.0048%,TOPIX Small 2
20260430,船井総研ホールディングス,9757,サービス業,0.0088%,TOPIX Small 1
20260430,ＮＳＤ,9759,情報・通信業,0.0181%,TOPIX Mid400
20260430,コナミグループ,9766,情報・通信業,0.1549%,TOPIX Mid400
20260430,学究社,9769,サービス業,0.0018%,TOPIX Small 2
20260430,ナック,9788,サービス業,0.0010%,TOPIX Small 2
20260430,福井コンピュータホールディングス,9790,情報・通信業,0.0034%,TOPIX Small 2
20260430,ダイセキ,9793,サービス業,0.0159%,TOPIX Small 1
20260430,ステップ,9795,サービス業,0.0016%,TOPIX Small 2
20260430,泉州電業,9824,卸売業,0.0078%,TOPIX Small 1
20260430,Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,9828,小売業,0.0032%,TOPIX Small 1
20260430,トラスコ中山,9830,卸売業,0.0092%,TOPIX Small 1
20260430,ヤマダホールディングス,9831,小売業,0.0324%,TOPIX Mid400
20260430,オートバックスセブン,9832,卸売業,0.0107%,TOPIX Small 1
20260430,モリト,9837,卸売業,0.0028%,TOPIX Small 2
20260430,アークランズ,9842,小売業,0.0107%,TOPIX Small 1
20260430,ニトリホールディングス,9843,小売業,0.0724%,TOPIX Mid400
20260430,グルメ杵屋,9850,小売業,0.0016%,TOPIX Small 2
20260430,ケーユーホールディングス,9856,小売業,0.0016%,TOPIX Small 2
20260430,吉野家ホールディングス,9861,小売業,0.0235%,TOPIX Mid400
20260430,加藤産業,9869,卸売業,0.0154%,TOPIX Small 1
20260430,イノテック,9880,電気機器,0.0036%,TOPIX Small 2
20260430,イエローハット,9882,卸売業,0.0075%,TOPIX Small 1
20260430,松屋フーズホールディングス,9887,小売業,0.0054%,TOPIX Small 1
20260430,ＪＢＣＣホールディングス,9889,情報・通信業,0.0061%,TOPIX Small 1
20260430,ＪＫホールディングス,9896,卸売業,0.0018%,TOPIX Small 2
20260430,サガミホールディングス,9900,小売業,0.0056%,TOPIX Small 1
20260430,日伝,9902,卸売業,0.0026%,TOPIX Small 2
20260430,ミロク情報サービス,9928,情報・通信業,0.0027%,TOPIX Small 2
20260430,杉本商事,9932,卸売業,0.0020%,TOPIX Small 2
20260430,因幡電機産業,9934,卸売業,0.0278%,TOPIX Mid400
20260430,王将フードサービス,9936,小売業,0.0122%,TOPIX Small 1
20260430,ミニストップ,9946,小売業,0.0027%,TOPIX Small 2
20260430,アークス,9948,小売業,0.0115%,TOPIX Small 1
20260430,バローホールディングス,9956,小売業,0.0142%,TOPIX Small 1
20260430,東テク,9960,卸売業,0.0085%,TOPIX Small 1
20260430,ミスミグループ本社,9962,卸売業,0.1023%,TOPIX Mid400
20260430,ベルク,9974,小売業,0.0062%,TOPIX Small 1
20260430,大庄,9979,小売業,0.0012%,TOPIX Small 2
20260430,ファーストリテイリング,9983,小売業,1.0029%,TOPIX Core30
20260430,ソフトバンクグループ,9984,情報・通信業,1.9150%,TOPIX Core30
20260430,スズケン,9987,卸売業,0.0372%,TOPIX Mid400
20260430,サンドラッグ,9989,小売業,0.0225%,TOPIX Mid400
20260430,サックスバー　ホールディングス,9990,小売業,0.0013%,TOPIX Small 2
20260430,ジェコス,9991,卸売業,0.0023%,TOPIX Small 2
20260430,ベルーナ,9997,小売業,0.0041%,TOPIX Small 1
（注1）ニューインデックス区分欄には、「TOPIX Core30」、「TOPIX Large70」、「TOPIX Mid400」、「TOPIX Small 1」、「TOPIX Small 2」のいずれかを記載します。,,,,,
　　　それぞれの記載は、以下の指数に組入れられていることを表します。,,,,,
　　　・TOPIX Core30  … TOPIX Core30、 TOPIX 100、 TOPIX 500、 TOPIX 1000,,,,,
　　　・TOPIX Large70 … TOPIX Large70、TOPIX 100、 TOPIX 500、 TOPIX 1000,,,,,
　　　・TOPIX Mid400  … TOPIX Mid400、 TOPIX 500、 TOPIX 1000,,,,,
　　　・TOPIX Small 1 … TOPIX Small、TOPIX Small 500、 TOPIX 1000,,,,,
　　　・TOPIX Small 2 … TOPIX Small (非TOPIX 1000),,,,,
,,,,,
お問い合わせ先,,,,,
株式会社ＪＰＸ総研　インデックスビジネス部　index@jpx.co.jp,,,,,
,,,,,
【免責事項】,,,,,
・本資料の一切の権利は、株式会社ＪＰＸ総研又は株式会社ＪＰＸ総研の関連会社（以下「JPX」という。）に属しており、いかなる目的を問わず、無断複製・転載を禁じます。,,,,,
・JPXが算出する株価指数の指数値及び商標は、JPXの知的財産であり、JPXが算出する株価指数に関するすべての権利はJPXが所有しています。,,,,,
　このため、JPXが算出する株価指数を使用して、ファンドやリンク債などの金融商品を組成、売り出す場合（相対契約によるオプション、スワップ、ワラントなどのデリバティブ取引の対象にする場合を含みます。）など、,,,,,
　JPXが算出する株価指数を商業的に利用する場合には、JPXとのライセンス契約が必要となります。,,,,,
・本資料は、予告なく変更される場合があります。また、本資料に掲載されている情報の作成には万全を期していますが、当該情報の完全性を保証するものではありません。,,,,,
・当社は、本資料及び本資料から得た情報を利用したことにより発生するいかなる費用又は損害等の一切について責任を負いません。,,,,,
